Gabarito	Line	SentiWordNet	SenticNet	Emoticons	Panas-t	Sasa	Happiness Index	Sentistrength	Emolex	NRC Emotion	Opnion Lexicon	Emoticon Distant Supervisor	SO-CAL	Pattern.En	Umigon	AFINN	Opnion Finder	Vader	Sentiment 140	Combined Method
1	HOTELS OTHON SA, HOTELS OTHON, Network Othon will manage hotel Matão (SP), In the coming months, the Othon hotel chain will continue to invest in the project management of hotels. With five units in operation in the State of São Paulo, the network begins to operate in the coming months, another hotel, this time in Matão. With R $ 8 million contribution of these investors Othon Hotel Apartments in Araraquara, and a total of 80 apartments, the project will serve mainly to the business audience... The hotel has three meeting rooms The goal of the network is, in some years exceed the mark of 50 managed hotels Othon Recently the network completed a major investment of more than R $ 30 million in the modernization of three units: Rio Othon Palace, Belo Horizonte Othon Palace and Bahia Othon Palace. In May, the Belo Horizonte Othon Palace opened new lobby, with exclusive area for receiving the Othon Business, modernization of apartments, event areas and social areas, with investments of more than R $ 4 million., 	1	1	0	0	0	1	0	1	-1	1	1	1	1	-1	1	0	1	1	1
1	PROFARMA DISTRIB PROD FARMACEUTICOS SA, PROFARMA, Consolidated gross revenue Profarma reaches R $ 1.0 billion in 2T14, Profarma announced yesterday, August 14, the results for the second quarter of 2014. In 2T14, gross revenue consolidated totaled R $ 1.0 billion, roughly in line with the previous quarter and 3.3% higher than in 2Q13. Consolidated EBITDA margin Profarma remained stable at around 2.3%, even in a challenging environment as was the 2T14, which included a 6% reduction in the number of working days and an average increase of 1.0 medications pp lower than that recorded on 31 March 2013. At the end of June, the Company completed the process of capital increase and the strategic partnership with AmerisourceBergen which became part of the Profarma Social Capital with 19.9%. The capital increase provided the inflow of R $ 248.0 million. These funds will enable new shares in the growth strategy, and improve the capital structure, and, with potential savings of about R $ 31.0 million  year in financial expenses. For Max Fischer, CFO and IRO, the 2T14 marks the beginning of a new phase for the Company. 'Upon completion of the strategic partnership with AmerisourceBergen strengthen our position in the pharmaceutical market in the country, more diversified, increasing its interest in greater growth potential segments and higher rates of return  Specialty and Retail.. Also tailor our capital structure with the inflow of R $ 248.0 million, which will allow us to concentrate on our growth strategy, says Max In the division Distribution Farma. Original reporting segment and remains the main Company's business  the highlight was the reduction in operating expenses whose share of net revenues increased from 8.6% in 2Q13 to 8.3% in 2T14, despite the 3.0% reduction in revenue in the period. Sales for medium and independent customers grew 3.3% compared to 2Q13, even in a quarter that featured reduction in the number of working days. In the same period of comparison, Profarma achieved a reduction of 3.4 days in the cash cycle. The Specialties division increased by 15.1% in retail sales and 20.0% in the cancer category in comparison with the 2Q13, gross revenue totaled R $ 148.4 million 2T14. With the completion of the strategic partnership with AmerisoucerBergen, this division received the contribution of $ 40.0 million. In the retail division, in 2T14 was recorded 7.2% sales growth in Drogasmil  Farmalife, an increase in same store sales (SSS) and average sale shops  month of 18.6% and 37.6%, respectively , compared to the 2Q13. In the same period of comparison, the Tamoio network evolution was 13.5% in sales with an increase of 10.9% in samestore sales. The division also included improvement of 35.2% in EBITDA of Drogasmil  Farmalife and 11.5% of Tamoio compared to the previous quarter. 	1	1	1	1	1	1	0	1	0	0	1	1	1	-1	1	-1	1	1	1
1	PROFARMA DISTRIB PROD FARMACEUTICOS SA, PROFARMA, Profarma: Profit backs 83% in the 2nd quarter to R $ 2.1 million, Profarma Distribuidora Pharmaceutical Products had income of R $ 2.1 million in the second quarter of this year, down 83% on the gain of R $ 12.6 million recorded in the same period of 2013. The figure refers to net income attributable to controlling shareholders. The company was found net revenue of R $ 878.6 million in April period to June this year, 0.16% decline over the R $ 880 million in the same period last year. The cost of goods and or services sold totaled R $ 760.9 million in the second quarter, R $ 766, 3 million in the same 2013 period, down 0.7%. The Income before financial result and taxes (EBITA) stood at R $ 21.9 million in the second quarter, compared to R $ 24.6 million in the same period of 2013, a 10.8% decline. Data were reported on Thursday the Securities and Exchange Commission (CVM). 	1	1	0	0	0	1	0	1	0	0	1	1	-1	0	1	0	1	-1	1
1	PROFARMA DISTRIB PROD FARMACEUTICOS SA, PROFARMA, Profarma has gross revenues of R $ 1 billion in 2T14, Profarma announced on Thursday (14), the results for the second quarter of 2014. In the 2T14, the consolidated gross revenues reached R $ 1.0 billion, roughly in line with the previous quarter and 3.3% higher than in 2Q13. Consolidated EBITDA margin Profarma remained stable at around 2.3%, even in a challenging environment as was the 2T14, which included a 6% reduction in the number of working days and an average increase of 1.0 medications pp lower than that recorded on 31 March 2013. At the end of June, the Company completed the capital increase and the association strategic with AmerisourceBergen which became part of Social Capital Profarma with a share of 19.9%. The capital increase provided the inflow of R $ 248.0 million. These funds will enable new shares in the growth strategy while improving capital structure, and, with potential savings of about R $ 31.0 million  year in financial expenses. For Max Fischer, CFO and IRO, the 2T14 marks the beginning of a new phase for the Company. Upon completion of the strategic partnership with AmerisourceBergen we strengthen our position in the pharmaceutical market in the country, more diversified, increasing its interest in greater growth potential segments and higher rates of return  Specialty and Retail.. Also tailor our capital structure with the inflow of R $ 248.0 million, which will allow us to concentrate on our growth strategy, says Max In the division Distribution Farma. Original reporting segment and remains the main Company's business  the highlight was the reduction in operating expenses whose share of net revenues increased from 8.6% in 2Q13 to 8.3% in 2T14, despite the 3.0% reduction in revenue in the period. Sales for medium and independent customers grew 3.3% compared to 2Q13, even in a quarter that featured reduction in the number of working days. In the same period of comparison, Profarma achieved a reduction of 3.4 days in the cash cycle. The Specialties division increased by 15.1% in retail sales and 20.0% in the cancer category in comparison with the 2Q13, gross revenue totaled R $ 148.4 million 2T14. With the completion of the strategic partnership with AmerisoucerBergen, this division received the contribution of $ 40.0 million. In the retail division, in 2T14 was recorded 7.2% sales growth in Drogasmil  Farmalife, an increase in same store sales (SSS) and average sale shops  month of 18.6% and 37.6%, respectively , compared to the 2Q13. In the same period of comparison, the Tamoio network evolution was 13.5% in sales with an increase of 10.9% in samestore sales. The division also included improvement of 35.2% in EBITDA of Drogasmil  Farmalife and 11.5% of Tamoio compared to the previous quarter. 	1	1	1	1	1	1	0	1	0	0	1	1	1	-1	1	-1	1	1	1
1	AMBEV SA, AMBEV S  A, AmBev, The Companhia de Bebidas das Americas (AmBev) is a publicly traded producer of Brazil's consumer goods. According to data from Economatica, Ambev is the largest company in Latin daAmérica with a. market value of $ 120.1 billion, ahead of Ecopetrol and Petrobras was born of the merger between Antarctica and Brahma latter was controlled by the former owners of Banco Garantia:. Jorge Paulo Lehmann, Carlos Alberto Sicupira, Marcel Telles and Juan Vergara; the latter two, eventually turning AmBev.Dentro leaders of a controversial process, Ambev joined the Belgian brewer Interbrew and the result of this association was the creation of InBev, one of the leading brewers in the world There are doubts whether the Ambev. It remains a national company, or if it's just a subsidiary of Interbrew  Inbev. Ambev dominates much of the beverage market in Brazil, which also produces and distributes the brand Stella Artois in Brazil. They have license for Pepsi Co products in Brazil. In July 2009 the company received a fine of 352.7 million reais of the Administrative Council for Economic Defense by allegations of irregularities in the program  I'm with You , the company's loyalty program. Was elected by the Great Place to Work Institute (GPTW) as one of the hundred best companies to work for in Brazil even though one of the companies that respond to labor, according to the Ministry of Labor. In 2011, Ambev launched the franchise Our Bar, popular bars small. The network included 869 in August 2014. Ambev owns a number of brands in the segments where it operates. These brands are originating from several companies which were incorporated during the growth of the same. In 2013 the company developed for the primera vez, ice cream from beer. 	1	1	0	0	0	1	0	-1	0	1	1	1	1	-1	1	-1	1	1	1
1	AMBEV SA, AMBEV S  A, Ambev announces technology center in Rio de Janeiro and is expected to generate 50 jobs, Ambev announced on Tuesday (5) which will build a Center for Innovation and Technology for development of beers, teas, sports drinks, soft drinks and energy on the island of Bom Jesus, in Ilha do Governador, in Rio de Janeiro, which will employ 50 people directly on site. According to company president João Castro Neves, the construction of the center will cost R $ 180 million. It is the largest development center that the company will have perhaps the world, in such a special place, near Fundão. Today and tomorrow, we'll talk about the specific location and as a result go to the dates. Maybe here a year will not be there doing the opening? It would be great, and who know bringing a new product, said John Castro, at an event at the Palacio Guanabara. Also according to him, the investments of Ambev in 2014 amount to about US $ 3 billion and can grow. We've been hitting record investment, said the president, adding that despite not being able to announce how much the company will invest in 2015, the historical series simply demonstrates that comes a growing. This is a year that the World Cup makes an important period of growth. We made a bet not only in Rio but in Brazil. If we continue to invest in innovation, we surprise the consumer and our market can grow, he added. Prices and inflation Castro declared that can not tell if the price of beverages will be increased or not. However, he stated that there is more concern about the impact of the tax increase. He also pointed out that the Federal Government announced a few months that would not increase prices during the World Cup and that the company has been trying to keep the price below inflation. However, he added that the government calls the industry at some point to talk, and the conversation will determine what will happen. I'm sure there is a balance and hopefully we find one that avoids increase, which seek revenue and increase employment and investment. Inflation of drinks are below the overall inflation. So we are holding at all costs not to pass price for consumers, because last year he showed that he does not want it, said Castro, who added that the increase may be gradual, according to the government. Rio de Janeiro In the entire state of Rio de Janeiro, the cold beverage sector generates 350,000 direct, indirect and induced. According to Ambev, within that number, the company is responsible for 152,000 jobs. According to the Economic Development Secretariat of the State Government, this is the 18th international research center to be installed in Rio de Janeiro, 21 of which were implatados in Brazil over the past five years. 	1	1	0	1	0	1	0	1	0	0	1	1	1	-1	1	-1	1	1	1
1	AMBEV SA, AMBEV S  A, Copa assistance, and AmBev profit rises 16% in the 2nd quarter to R $ 2.2 billion, Helped by the World Cup, Ambev, the largest beverage company in Latin America, announced on Thursday (31) had a net income of R $ 2.2 billion in the second quarter, up 15.9% from the same period of 2013. In the first six months of the year, the gain was R $ 4.8 billion, an increase of 12.3% over the first half of 2013. The World Cup has boosted the company's bottom line in Brazil, offsetting the poor performance in Latin America South and Canada. According to Ambev, on 11 June, the eve of the start of the competition was the best day of the company's history of sales. The company's estimate is that the event has contributed about 1.4 million additional hectoliters of beer to vlome,  above our initial estimates of 4 times the impact of 300 000 hectoliters of the Confederations Cup,  says Ambev in a statement. The volume of nonalcoholic beer has more than doubled in the period, with Brahma 0.0% leading the category in Brazil.  	1	1	-1	0	0	1	0	1	0	1	1	1	1	1	1	-1	1	1	1
-1	AMBEV SA, AMBEV S  A, Petrobras back to overcome Ambev in market value, São Paulo. Petrobras again exceeded Ambev in market value, after accumulating 4% gains in the Bovespa only this week The same had occurred in the trading session of July 22, when the oil came to regain the lost position for about a year. The recent rise of the Brazilian stateowned shares to places with a market value of 247 billion reais, while Ambev is valued at. 240 billion reais, according to the BM  FBovespa Preferred shares of Petrobras have already accumulated a high of 23% in 2014, leaving the Ibovespa back. the main Brazilian stock index recorded gains of 8.4% in the same period Much High of Petrobras papers is justified by the recent election rally, triggered by favorable research candidate for president of the PSDB, Aécio Neves. I Ambev live another moment on the Bovespa and sees its common shares retreating 3.5% this week and almost 10% in 2014. The company saw its profit advance in the second quarter with the help of the World Cup and an increase in the volume of beer in Brazil, but suffered a reduction in the margin of profitability, pressured by the packaging mix in the period. The largest beverage company in Latin America reported net profit of 2.2 billion reais between April and June, up 15.9% year on year, in line with the market forecast. According to Ambev, the reduction in profitability margin was the result of a nonrecurring effect of the packaging mix, having invested in cans, which have a lower margin than the returnable packaging, and special editions for the World Cup. See below which are the largest companies by market capitalization in Latin America, according to data from Economatica. 	1	1	0	0	1	1	-1	-1	0	1	1	1	1	0	1	1	1	-1	1
1	AMBEV SA, AMBEV S  A, Ambev invests R $ 180 million in research center in technology in Rio, maker Ambev drinks will invest about 180 million dollars in the construction of a research center for technology in Rio de Janeiro, said on Monday the state government. The date for the start of work has not been disclosed so far, but, according to government sources, the forecast is that they can begin later this year with completion within two years. The center innovation and technology will be built on the island of Bom Jesus near the Fundão Island, in the north of the capital, which are already installed or under construction research centers of companies like Petrobras, General Electric, Siemens and others. The focus the center, according to the state government, will be the development of beers, soft drinks, teas, sports drinks and energy, as well as packaging. They will also be developed research to understand the perceptions and behavior of consumers. The contract with Ambev will signed on Tuesday in a ceremony at Guanabara Palace, seat of state government. 	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1
-1	BCO PAN SA, BANK PAN, Grupo Silvio Santos wins time to explain Panamericano , The Securities and Exchange Commission (CVM) has extended the deadline for defense of former Banco Panamericano administrators up to May 7 in a process Administrative moved by the municipality, second order published in the Gazette on Friday. The process clears any irregularities in the preparation, analysis and dissemination of financial information of the bank,  that would have been subject to misrepresentation. Among the accused also are members of the Supervisory Board and technical and advisory bodies of the bank. They are part of the Silvio Santos Group Holdings and former executives of Panamericano, as Adalberto Savioli and Rafael Palladino. In 2010, Banco Panamericano found himself in trouble after discovery accounting inconsistencies. At the time, the Silvio Santos Group, then the bank's controller, announced investment of 2.5 billion reais, obtained with the Credit Guarantee Fund (FGC) to cover the problems identified in the institution. The following year, BTG Pactual bought the entire stake of the Silvio Santos Group in Panamericano. Currently the bank is called Pan Bank. 	1	1	0	0	1	-1	0	1	0	0	1	-1	-1	-1	0	-1	1	1	1
-1	BCO PAN SA, BANK PAN, former president of Banco Panamericano is fined R $ 877 thousand, The Securities and Exchange Commission (CVM) decided to apply fine of $ 877,200 to the former president of the bank Panamericano Rafael Palladino, in case decided Tuesday by use of insider information. According to the local authority, the executive traded shares of the bank, using your company Max Control Advisory and Investment, in September and October 2010, before the actual publication relevant in November of that year when it was announced investment of R $ 2.5 billion from the Credit Guarantee Fund (FGC) in the institution. The Max Control sold a total of 85,000 shares of the bank, avoiding a loss of R $ 292.4 thousand, according to the CVM. The accused may appeal with suspensive effect, to the Board of Appeals of the National Financial System. If PanAmericano PanAmericano announced in November 2010 that the Silvio Santos Group, its parent company at the time, would contribute R $ 2 5 billion in the institution to restore the equity balance and liquidity, after  accounting inconsistencies  indicated by the Central Bank (BC). An administrative investigation process determines the origin and responsible for the lack of funds problem. Throughout the investigation, they were indicted 22 people, including Rafael Palladino. The holding of the Silvio Santos Group has provided companies such as SBT and the network Happiness Chest stores, among others, as collateral for the loan, which has a term of ten years. Specializes in leasing and financing cars, the Panamericano had 49% of the voting shares sold to Caixa Economica Federal in December 2009, for R $ 739.2 million. On January 31 of the following year, BTG Pactual announced the purchase of Panamericano's control for £ 450 million. BTG has agreed to acquire the entire stake of the Silvio Santos Group in Panamericano, assuming 51% of the common shares of the bank and almost 22% of preferred shares, representing 37.6% of total capital. After the  turbulence , the institution changed its name to Pan Bank, and recorded net income of R $ 51.8 million in the first half of this year, compared to the loss of R $ 259.6 million in the same period 2012. In the second quarter of this year, Pan had R $ 12.7 million profit, compared to the also positive R $ 39 million in the previous quarter and a loss of R $ 262.5 million in the same period last year. 	1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	1	1	1	-1	1
-1	BCO PAN SA, BANK PAN, Pan Bank's loss of R $ 20.5 million in Q3, The Pan Bank, former Panamericano, closed the third quarter with a net loss of R $ 20.5 million, after you have registered R $ 12.7 million profit in the second quarter. The Ban Pan is controlled by BTG Pactual and Caixa Econômica Federal. Consolidated stockholders' equity was R $ 2.514 billion, and the BIS ratio at 12.95%. This percentage indicates the bank's ability to lend, taking into account the own resources and risk weights. The index is an international concept defined by the Basel Committee. In Brazil, the minimum threshold is 11%, ie, for each R $ 100 borrowed, banks need to have £ 11 capital. The Basel Committee recommends the minimum percentage of 8%. The credit for the purchase of vehicles reached R $ 7.809 billion, representing 54.7% of the portfolio bank in the third quarter. There was growth of 3.7% in the second quarter and 21.8% compared to the same period of 2012. Payroll loans reached R $ 1.471 billion, an increase of 4.2% compared the second quarter, and by 3.6% compared with the third quarter last year. In total, the institution's loan portfolio reached R $ 14.916 billion, an increase of 1% and 13.2% in those types of comparison. 	-1	1	0	0	0	1	0	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1
1	BCO PAN SA, BANK PAN, After injury, former Panamericano has profit in the 1st half, The Pan Bank, formerly Panamericano, recorded net income of R $ 51.8 million in the first half of this year, compared to the result negative R $ 259.6 million in the same period of 2012. In the second quarter of this year, Pan had income of R $ 12.7 million, compared to the also positive R $ 39 million in the previous quarter and a loss of R $ 262.5 million in the same period last year. According to the consolidated balance sheet of the bank, controlled by Caixa and by BTG Pactual, one of the reasons that led to the improvement in results was reduction of allowance for doubtful accounts. This reserve resources in case of default was R $ 533.1 million in the first half of 2013, 31.8% lower than the R $ 782.4 million in the same period last year. The bank also reported there was an increase of downloaded credit recovery against the allowance for doubtful accounts. The overdue credit recovery revenue reached R $ 90.7 million in the first half of 2013, a figure 58% higher than the R $ 57.4 million in the same period of 2012. The total credit portfolio was R $ 14.764 billion the end of the second quarter, 5.5% higher than the March result (R $ 14 billion) and 37.2% higher than in June last year (R $ 10.8 billion). According to the bank, the vehicle financing remains its main market of operation. In the first half, we were granted R $ 3.088 billion in new vehicle financing, compared to R $ 1.675 billion in the same period last year. Consolidated stockholders' equity of Pan was R $ 2.523 billion in June 2013, compared to R $ 2.509 billion in March 2013 and R $ 2.710 billion in the same month of 2012. 	-1	1	0	0	1	1	0	-1	-1	0	1	-1	-1	-1	1	-1	1	-1	1
1	BCO SA BRAZIL, BRAZIL, Bovespa operates on a high with Bank of Brazil and Petrobras, The São Paulo Stock Exchange (Bovespa) operates higher on Wednesday (13), gains in shares of the Bank of Brazil and Petrobras. At 10h27, the Ibovespa, the main indicator of the São Paulo Stock Exchange, rose 0.28% to 56,600 points. See quotation Shares of Bank of Brazil led the high between the actions of the Ibovespa, with a gain of 1.67%. As for the Petrobras papers, which have great weight on the index, rose about 0.6%. On Tuesday, the Bovespa closed down 0.3% at 56,442 points after strong sway over the trading floor.  	1	1	0	1	1	1	1	-1	-1	1	1	1	1	1	1	0	1	1	1
1	BCO SA BRAZIL, BRAZIL, Brazil's bank shares rise over 3 after profit higher than expected, The actions of the Bank of Brazil appeared among the largest high Ibovespa early on Thursday, at a meeting with favorable news for the papers , including higher than expected secondquarter profit and change in the level of ADR program. At 12h39, the Bank's stock rose 3.44 percent to 28.60 reais. At the same time, the Ibovespa advancing 0.11 percent. The bank said early on Thursday that net income on a recurring basis had annual high of 14 percent to 3.002 billion reais, above the average forecast of analysts polled by Reuters of 2.579 billion. The BB also changed some projections for 2014. In a note to clients, BTG Pactual analysts positively assessed the balance of BB, especially highlighting the data on net interest income and the share of the cost. Also on Thursday, the Bank's board of directors approved distribution 216.42 million reais in dividends. The day before, after the market closes, BB also said that its board had approved the migration of American Depositary Receipt program (ADR) Level I to Level II. In the view of BTG analysts,  the measure can improve the liquidity of the paper, including arbitrage opportunities. 	1	1	0	0	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	1
1	BCO SA BRAZIL, BRAZIL, the Bank of Brazil earns $ 113.5 billion in the first half with cards, Revenues of the Bank of Brazil with cards reached R $ 113.5 billion in the first half of 2014, growth of 20, 9% over the same period last year. Remarkable, according to the institution, the revenue from debit cards, with R $ 47.3 billion, increased by 25.9% on the same comparative basis and the financial transactions on purchases Credit cards business segment. The figure was up 42.4% and demonstrates, according to the BB, the business potential in nontraditional segments. The financial transactions performed through the BB cards Elo flag, created in partnership with the Bradesco reached a volume of R $ 10.3 billion in the half, an increase of 138.3% compared to the same period of 2013. The card business in BB and its associated companies generated R $ 3.1 billion of fee income in the consolidated halfyear, growth of 15.4%, plus a result of service of R $ 972 million cards in the first half, a 31.7% growth over the same period last year. BB recalls in a statement that launched the Stelo, electronic media company payment and ecommerce, and began negotiations for the creation of LIvelo in order to explore the business related to loyalty program. 	-1	1	0	1	1	1	0	1	0	1	1	1	1	-1	1	1	1	1	1
1	BCO SA BRAZIL, BRAZIL, banks Projection points to advances of 11.9% of income compared to 2013, developments in the four largest listed banks in the country  Bradesco, Itau Unibanco, Santander and Banco do Brazil  released on Wednesday (30) by a newspaper specializing in market pointed to the profit growth of banks. The data point to growth in the single sector of Brazil that did not grow compared to the many other priority areas. According to the projections obtained, factors such as the increase in spreads, reduced bad debt and cost control helped the banks to profit more in the second quarter of 2014. According to data obtained, adjusted net income was R $ 11.9 billion, marking growth 0.4% compared with the previous quarter and 11.9% over the same period of 2013.O profit growth in the industry was in a weakened credit growth environment. It is worth mentioning also that the growth of banks happened due also to the people responsible for putting their capital in institutions. Among the four banks, the projections point to maintenance of operations by Itaú Unibanco and Bradesco  Banco do Brazil and Santander should turn to present a more modest setting, close to the previous quarter. In the case of Bradesco, an increase of 28.1% of net income in the second quarter, compared to the same period in 2013. Bradesco's earnings on a recurring basis, which excludes extraordinary gains and losses, reached the figure of R $ 3 8 billion in the period. The results exceeded the forecasts estimated annual comparative increase. The bank also had expansion of 8.1% in the credit sector over the same quarter of 2013, accounting for R $ 435 billion. The Bank of Brazil had its balance sheet marked by results that exceeded expectations. Projections point to a net income should reach R $ 2.4 billion, representing an increase of 1.8% over the first quarter 2014 results, however, we must be alert to the fact that the numbers pontuarem reduction of 5 8% year over year. Analysts assess the insurance business as being probably the main positive factor for the quarter which is expected 13% increases compared to the previous quarter. In relation to Itaú Unibanco, the projections showed increases of 27.2% compared to the previous year, amounting to a net income of R $ 4.6 billion. According to the analysis, the idea is that Itaú Unibanco has already benefited in the second quarter of the joint venture with BMG, announced in the first quarter. Analysts believe that the company should increase the payroll portfolio, which suffers less influence of macroeconomic volatility. Moreover, Santander follows a slower pace compared to other banks. Prospects involving the private bank are that the adjusted net income be at $ 1.2 billion  marking a decrease of 10.1% compared to the same period of 2013. Analysts were still waiting for a quarter with small lines and medium businesses moving to lower form than the market average, and a low credit expansion. The scenario of default presenting improvements too, making the banks less stay pressed. Another factor that has been recovering since the beginning of 2014 is the spread. In June, the average value reached 12.7 points, representing an increase in relation to January, when, according to the Central Bank, the average credit spread operations was 11.8 percentage points. 	1	1	0	1	1	1	0	1	0	1	1	1	-1	-1	1	1	1	-1	1
-1	BCO SA BRAZIL, BRAZIL, Brazil's Bank President paid a fine to get rid of Revenue. BB Chief paid a fine to get rid of investigation. The president of the Bank of Brazil, Aldemir Bendine, paid fine of $ 122,000 to IRS to get rid of questions about the evolution of his personal wealth and an apartment paid in cash in 2010. Bendine was booked for not prove the origin of approximately R $ 280,000 reported in its annual statement of adjustment of income tax. In assessing the income, the value of their property increased more than their declared income could justify. Leader of the largest financial institution in Latin America, Bendine has a habit of declaring that keeps cash at home, according to documents to which the Leaf had access. He said in his statements to the IRS have followed four years kind resources between 2009 and 2012, worth at least $ 400,000. Bendine entered the radar of the IRS in 2010, when Folha revealed that he bought one apartment in São Paulo the gross amount of R $ 150 thousand, paid entirely in cash. The executive also said to have made works in property worth £ 50,000. To justify the legality of the real estate transaction, he said told the Revenue have R $ 200 thousand in cash at home, kept since 2009. In 2012, Revenue auditors sent the Bendine an extensive questionnaire on their spending in 2010, asking how he spent on their debit and credit cards, with health, education and other expenses. The executive provided the requested information, but not convinced. In November 2012, it was booked at $ 151,000, including penalties and interest. He did not dispute the assessment and paid the auto in sight, earning a discount. Thus, the bill dropped to R $ 122,460. Bendine says he did not argue with the revenue the origin of funds used in the purchase of apartments and says the tax assessment resulted from a mere error in his statement to the IRS. Even after identifying the error, it does not rectified the statement. QUESTION FAMILY Asked by Folha, Bendine would not talk about money, claiming that it was a family matter. It's not a crime to buy real estate inkind resources. Just as it is not a crime to save money under the mattress. But these practices are considered by tax authorities as withholding signs of taxes and so arouse the curiosity of auditors. The money spent from hand to hand without circulating through the banking system can not be detected by the controls of the IRS and the Council for Financial Activities Control (COAF). What reason would someone save a large sum instead of putting in a bank account, in an application? Asks the Institutional Relations director of the Institute Tax Justice, Dan Real Pereira dos Santos, a former superintendent of the Federal Revenue Office in Rio Grande do South. He made an analysis of the case at the request of Folha, without being informed of the taxpayer. It's a situation that naturally reverses the burden of proof, he said. In a normal situation, the Treasury would have to run after the tests. In this situation, no. It is up to the taxpayer to explain why have this money saved at home. It was only in 2009 that Bendine claimed to R $ 200 thousand at home. The following year, he returned to report having the same amount in cash after the acquisition and renovation of the apartment. That is, it was re R $ 200 thousand in cash. In 2011, he claimed to R $ 100 thousand. In 2012, R $ 50 thousand. The President of the Bank of Brazil said that adopted this procedure for considering it at the time the best way to correct the mistake in filling out his statement but recognized that the right would have been present a rectifier statement to the IRS. As required by law, Self immediate payment of offense, as did Bendine, requires the IRS to file the case, which eliminates the possibility of communicating to the Federal Public Ministry to practice any tax crimes committed by the taxpayer. The case was filed Bendine in January this year. 	1	1	0	0	0	1	0	1	-1	1	1	-1	1	-1	1	-1	1	-1	1
1	SHOPS SA AMERICAN, AMERICAN STORES, Earnings Lojas Americanas rises 15.1% in the 2nd quarter, The retailer Lojas Americanas had net income of R $ 40.5 million in the second quarter, up 15.1% year on year the company said on Wednesday (13). The result was lower than expected by analysts. The average of the estimates obtained by Reuters pointed to R $ 53 million profit in the period. In the first half, net profit fell 28.4% , to R $ 66.4 million, impacted by worsening of the financial result in the period. The quarterly net revenues of Lojas Americanas was R $ 3.6 billion, annual high of 37.6%. Part of the result was driven by the occurrence Easter in April this year, and in March 2013. To date, 32 stores were opened, and the company already has more than 70 contracted or at an advanced stage of negotiation, he said. EBITDA (acronym for earnings before interest, taxes, depreciation and amortization) adjusted advanced 33.2% in the same comparison basis, ending the quarter at $ 412 million. 	1	1	0	0	1	1	0	-1	0	0	1	-1	1	-1	1	0	1	-1	1
1	POSITIVE INFORMATICA SA, POSITIVE INF, Positivo Informática reverses injury and has R $ 3 million profit in the second tri, Positivo Informática had net income of R $ 3.3 million in the second quarter, reversing a loss of R $ 8.2 million suffered in the same period of 2013, informed the computer maker on Wednesday (6). Cash flow as measured by earnings before interest, taxes, depreciation and amortization (EBITDA) totaled R $ 35.2 million, jumping 86.7% over the second quarter of 2013. The margin for the period increased from 3% to 6.1% percent According to the company, after a second quarter with retail performance below expectations, from July to.  quot; Positivo Informática found signs of improvement in demand, which could result in a recovery in retail volumes in the third quarter, potentially being the path of the tipping point running along the first semester. The company's net sales retreated in the second quarter 8, 3%, to R $ 579.3 million. The decline was contained by the company's growth in sales to the government and companies, according to the balance sheet. CELLULAR The company said it decided to bring forward the start of own production of smartphones, after problems with outsourced production which impacted sales in the second quarter. Positivo said in late June started own production of smartphones, with a capacity of up to 80,000 units per month. In the second quarter, the company sold 43 800 10 100 smartphones and simplest cell in a total volume fell by 21.4% on a year earlier. According to the company, a schedule of product launches  quot; with good volumes climbing outlook for the coming quarters  quot ;, was established, which  quot; will be critical to achieve greater revenue diversification among products and sales channels. Positivo Informática sold a total of 582,350 computers and tablets in the second quarter, down 28.9% on a year earlier, with much of the decline, 41%, due to the notebook segment. 	1	1	0	0	0	1	0	-1	0	-1	1	1	1	-1	1	-1	1	-1	1
1	POSITIVE INFORMATICA SA, POSITIVE INF, Positivo Informática will invest 38% less in 2013, Positivo Informática plans to invest 38.4% less in 2013 than in 2012. The company is expected to invest R $ 21.2 million in research and development (R  D) and R $ 15.5 million in other investments, totaling R $ 40.3 million. In 2012, the company had investments of R $ 24.4 million in R  D and R $ 36.4 million in other investments (such as acquisition of equipment for the expansion of the boards of factories in Curitiba and unity in Tierra del Fuego, Argentina). According to the manufacturer, in 2013 it will have less need for vertical integration of its operations and will focus on generating hardware business case. Fourth quarter 2012 result of positive in Q4 2012, announced yesterday, topped estimates of analysts surveyed by value. The computer maker introduced in the period net income of R $ 9.4 million, down 79.4% compared to the same period in 2011. Net revenue was R $ 685.6 million, up 11%. Bradesco analysts estimated the company would present a high of 7.3% in revenue to R $ 662.3 million, with earnings 82% lower, at $ 8.4 million. Credit Suisse had already projected revenue of R $ 633 million, 2.4% higher than recorded in the fourth quarter of 2011 with R $ 5.3 million profit, or 88.4% less.	1	1	0	0	0	1	1	1	0	1	1	1	-1	0	1	0	1	1	1
